utterance,speaker,word_index,word,human_stress,human_correct,ctc_viterbi_primary_probability,ctc_viterbi_canonical_location_correct,mfa_primary_probability,mfa_canonical_location_correct
021160303,2116,3,GOING,10.0,1,0.8808,1,0.8808,1
021160303,2116,9,TONIGHT,10.0,1,0.8808,1,0.8808,1
021160310,2116,2,ABOUT,10.0,1,0.8808,1,0.8808,1
021160310,2116,5,LUCKY,10.0,1,0.8808,1,0.8808,1
021160326,2116,1,NEVER,10.0,1,0.8808,1,0.8808,1
021160326,2116,5,MISTAKE,10.0,1,0.8808,1,0.8808,1
022520012,2252,3,JACKET,10.0,1,0.4013,0,0.4013,0
022520012,2252,6,SECOND,10.0,1,0.8808,1,0.4013,0
022520174,2252,9,UNDERSTAND,10.0,1,0.6894,1,0.4033,0
022520203,2252,0,RUNNING,10.0,1,0.8808,1,0.8808,1
022520209,2252,0,HAPPINESS,10.0,1,0.2974,0,0.1815,0
022520221,2252,0,HAPPY,10.0,1,0.8808,1,0.8808,1
022520226,2252,0,ACTUALLY,10.0,1,0.4387,1,0.1951,0
022520226,2252,4,HAVING,10.0,1,0.8808,1,0.8808,1
022520258,2252,4,HOUR,10.0,1,0.8808,1,0.8808,1
022520272,2252,0,CREATED,10.0,1,0.6121,1,0.7955,1
022520290,2252,4,ANSWER,10.0,1,0.4013,0,0.4013,0
022520337,2252,1,ABOUT,10.0,1,0.8808,1,0.8808,1
022520345,2252,5,HUNGRY,10.0,1,0.8808,1,0.8808,1
022520358,2252,1,MOTHER,10.0,1,0.8808,1,0.8808,1
022520358,2252,5,VERY,10.0,1,0.8808,1,0.8808,1
022520360,2252,8,AWAY,10.0,1,0.5987,1,0.5987,1
023270032,2327,5,DECISION,10.0,1,0.7829,1,0.6904,1
023270080,2327,3,VERY,10.0,1,0.4013,0,0.8808,1
023270120,2327,1,MATTER,10.0,1,0.4013,0,0.4013,0
023270140,2327,8,AGO,10.0,1,0.4013,0,0.8808,1
023270214,2327,5,BETTER,10.0,1,0.8808,1,0.8808,1
023270237,2327,3,BLAMING,10.0,1,0.8808,1,0.8808,1
023270237,2327,7,BEING,10.0,1,0.8808,1,0.1192,0
023270268,2327,5,TODAY,10.0,1,0.5987,1,0.5987,1
023270280,2327,0,ABOUT,10.0,1,0.8808,1,0.8808,1
023270303,2327,6,DECISION,10.0,1,0.8064,1,0.7224,1
023270319,2327,4,NOTHING,10.0,1,0.8808,1,0.4013,0
023270364,2327,4,SOMETHING,10.0,1,0.8808,1,0.8808,1
023550002,2355,9,PERSONALLY,10.0,1,0.4871,1,0.5154,1
023550003,2355,0,SPEAKER,10.0,1,0.4013,0,0.4013,0
023550003,2355,2,SPEAKER,10.0,1,0.8808,1,0.8808,1
023550003,2355,8,MILITARY,10.0,1,0.405,1,0.5301,1
023550008,2355,4,MONEY,10.0,1,0.4013,0,0.4013,0
023550008,2355,6,ABROAD,10.0,1,0.1192,0,0.5987,1
023550013,2355,6,FUNNY,10.0,1,0.8808,1,0.8808,1
023550123,2355,0,TODAY,10.0,1,0.5987,1,0.5987,1
023550123,2355,2,GOING,10.0,1,0.8808,1,0.8808,1
023550123,2355,6,BUSY,10.0,1,0.8808,1,0.8808,1
023550138,2355,0,EDITOR,10.0,1,0.7938,1,0.7899,1
023550175,2355,5,ALLOWED,10.0,1,0.8808,1,0.8808,1
023550201,2355,8,RECOVER,10.0,1,0.4921,1,0.5562,1
023550202,2355,0,TODAY,10.0,1,0.1192,0,0.5987,1
023550202,2355,6,REVOLUTION,10.0,1,0.4379,1,0.6558,1
023550230,2355,0,ANGER,10.0,1,0.8808,1,0.8808,1
023550230,2355,2,SOMETHING,10.0,1,0.8808,1,0.8808,1
023550230,2355,9,CONTROL,10.0,1,0.8808,1,0.8808,1
023550233,2355,4,TALENT,10.0,1,0.8808,1,0.8808,1
023550257,2355,5,BRITISH,10.0,1,0.4013,0,0.4013,0
023550290,2355,0,UNABLE,10.0,1,0.7175,1,0.7146,1
023550341,2355,4,MILITARY,10.0,1,0.7146,1,0.4811,1
024380041,2438,1,HAPPENED,10.0,1,0.4013,0,0.4013,0
024380142,2438,5,CORNER,10.0,1,0.8808,1,0.8808,1
024380194,2438,4,PARTY,10.0,1,0.8808,1,0.8808,1
024380200,2438,7,BETTER,10.0,1,0.8808,1,0.8808,1
024380204,2438,5,CONCERT,10.0,1,0.8808,1,0.8808,1
024380234,2438,1,EVERY,10.0,1,0.8808,1,0.8808,1
024380265,2438,2,BUCKET,10.0,1,0.8808,1,0.8808,1
024380276,2438,3,SOMETHING,10.0,1,0.8808,1,0.8808,1
024380276,2438,5,BELIEVE,10.0,1,0.5987,1,0.5987,1
024380278,2438,0,HAPPY,10.0,1,0.8808,1,0.8808,1
024380278,2438,1,BIRTHDAY,10.0,1,0.8808,1,0.8808,1
024380317,2438,7,OPENED,10.0,1,0.8808,1,0.8808,1
024380354,2438,4,ALWAYS,10.0,1,0.5987,1,0.5987,1
024380363,2438,4,DRIFTING,10.0,1,0.8808,1,0.8808,1
024380369,2438,2,HAPPENED,10.0,1,0.8808,1,0.8808,1
024380369,2438,4,PURPOSE,10.0,1,0.4013,0,0.4013,0
024410092,2441,7,VICTORY,10.0,1,0.2906,0,0.381,0
024410092,2441,8,AGAINST,10.0,1,0.8808,1,0.5987,1
024410092,2441,9,ANYBODY,10.0,1,0.1401,0,0.1479,0
024410098,2441,2,ALSO,10.0,1,0.1192,0,0.8808,1
024410098,2441,3,AMONG,10.0,1,0.8808,1,0.4013,0
024410098,2441,5,TRYING,10.0,1,0.8808,1,0.8808,1
024410110,2441,8,SOMETHING,10.0,1,0.8808,1,0.8808,1
024410110,2441,9,EXTRA,10.0,1,0.8808,1,0.8808,1
024410149,2441,6,STATUE,10.0,1,0.8808,1,0.4013,0
024410160,2441,0,FINISHED,10.0,1,0.8808,1,0.4013,0
024410228,2441,5,SNOWSTORM,10.0,1,0.8808,1,0.4013,0
024410312,2441,3,ABOUT,10.0,1,0.4013,0,0.4013,0
024410312,2441,4,SETTING,10.0,1,0.8808,1,0.8808,1
024410312,2441,9,FUTURE,10.0,1,0.8808,1,0.8808,1
024410318,2441,8,MOMENT,10.0,1,0.8808,1,0.8808,1
024410368,2441,1,MOTIVE,10.0,1,0.8808,1,0.4013,0
024480016,2448,5,OFFICIAL,10.0,1,0.4366,0,0.3582,0
024480094,2448,3,INTEREST,10.0,1,0.4013,0,0.4013,0
024480094,2448,5,ATTEMPTING,10.0,1,0.7179,1,0.6612,1
024480095,2448,0,THURSDAY,10.0,1,0.8808,1,0.8808,1
024480105,2448,5,ABOUT,10.0,1,0.8808,1,0.8808,1
024480105,2448,7,PHYSICAL,10.0,1,0.5873,1,0.7571,1
024480127,2448,9,INTERVIEW,10.0,1,0.0995,0,0.1079,0
024480159,2448,5,SELFISHNESS,10.0,1,0.7742,1,0.7814,1
024480188,2448,0,HOPING,10.0,1,0.8808,1,0.8808,1
024480188,2448,4,DOING,10.0,1,0.8808,1,0.4013,0
024480212,2448,1,ABOUT,10.0,1,0.8808,1,0.8808,1
024480228,2448,6,MOVIE,10.0,1,0.4013,0,0.4013,0
024480232,2448,0,SOMETIMES,10.0,1,0.1192,0,0.5987,1
024480232,2448,8,NOTHING,10.0,1,0.8808,1,0.8808,1
024480241,2448,2,TRYING,10.0,1,0.8808,1,0.8808,1
024480255,2448,5,SOMETHING,10.0,1,0.8808,1,0.8808,1
024480297,2448,1,BELIEVE,10.0,1,0.5987,1,0.5987,1
024480297,2448,8,HAPPEN,10.0,1,0.8808,1,0.8808,1
024480335,2448,2,COMING,10.0,1,0.8808,1,0.8808,1
024510043,2451,1,VERY,10.0,1,0.8808,1,0.8808,1
024510061,2451,2,PRECIOUS,10.0,1,0.8808,1,0.8808,1
024510070,2451,7,MANAGEMENT,10.0,1,0.7681,1,0.7492,1
024510164,2451,3,AFRICA,10.0,1,0.4908,1,0.5419,1
024510179,2451,5,ALREADY,10.0,1,0.3319,0,0.1071,0
024510215,2451,5,MYSELF,10.0,1,0.5987,1,0.5987,1
024510224,2451,3,DIFFERENCE,10.0,1,0.5987,1,0.5987,1
024510224,2451,8,DIFFERENCE,10.0,1,0.5987,1,0.1192,0
024510252,2451,0,SOMEONE,10.0,1,0.8808,1,0.8808,1
024510316,2451,4,SUFFICIENT,10.0,1,0.6775,1,0.4027,1
024510336,2451,0,HUMANE,10.0,1,0.8808,1,0.5987,1
024510336,2451,1,DOCTORS,10.0,1,0.4013,0,0.4013,0
024510351,2451,1,PROFESSOR,10.0,1,0.5094,1,0.6078,1
024880041,2488,2,ABOUT,10.0,1,0.8808,1,0.8808,1
024880059,2488,0,EVERYTHING,10.0,1,0.2496,0,0.2639,0
024880059,2488,3,AHEAD,10.0,1,0.8808,1,0.8808,1
024880070,2488,7,POWER,10.0,1,0.8808,1,0.8808,1
024880118,2488,5,ONLY,10.0,1,0.4013,0,0.4013,0
024880118,2488,7,BEGINNING,10.0,1,0.6249,1,0.5472,1
024880176,2488,0,BECAUSE,10.0,1,0.5987,1,0.5987,1
024880207,2488,5,BETTER,10.0,1,0.8808,1,0.8808,1
024880234,2488,0,INSTEAD,10.0,1,0.5987,1,0.5987,1
024880258,2488,2,EVER,10.0,1,0.8808,1,0.8808,1
024880258,2488,4,ABOUT,10.0,1,0.8808,1,0.8808,1
024880299,2488,2,GOING,10.0,1,0.8808,1,0.8808,1
024880299,2488,7,MOVIE,10.0,1,0.4013,0,0.4013,0
024880299,2488,8,EVER,10.0,1,0.8808,1,0.5987,1
024880339,2488,2,TRYING,10.0,1,0.8808,1,0.8808,1
025380004,2538,9,BALLOONS,10.0,1,0.5987,1,0.8808,1
025380051,2538,6,READY,10.0,1,0.8808,1,0.4013,0
025380091,2538,4,INTERNATIONAL,10.0,1,0.2409,0,0.2791,0
025380107,2538,5,CONDITION,10.0,1,0.4146,0,0.5971,1
025380107,2538,6,TODAY,10.0,1,0.5987,1,0.8808,1
025380151,2538,3,DEADLY,10.0,1,0.8808,1,0.8808,1
025380152,2538,0,MEANWHILE,10.0,1,0.8808,1,0.1192,0
025380158,2538,0,PUTTING,10.0,1,0.8808,1,0.8808,1
025380175,2538,2,GETTING,10.0,1,0.8808,1,0.4013,0
025380175,2538,3,READY,10.0,1,0.4013,0,0.8808,1
025380202,2538,4,VIDEO,10.0,1,0.3396,0,0.299,0
025380217,2538,4,RIDICULOUS,10.0,1,0.2141,0,0.1805,0
025380256,2538,6,POPULAR,10.0,1,0.7132,1,0.6214,1
025380277,2538,4,EARTHQUAKE,10.0,1,0.5987,1,0.5987,1
025380298,2538,6,WEEKEND,10.0,1,0.8808,1,0.8808,1
025380340,2538,3,MOMENT,10.0,1,0.8808,1,0.8808,1
025380347,2538,4,OPENING,10.0,1,0.6122,1,0.5175,1
027400125,2740,5,BABY,10.0,1,0.8808,1,0.8808,1
027400151,2740,7,VIDEO,10.0,1,0.8025,1,0.7879,1
027400173,2740,0,READY,10.0,1,0.8808,1,0.8808,1
027400176,2740,5,HAPPY,10.0,1,0.8808,1,0.8808,1
027400246,2740,0,TRULY,10.0,1,0.8808,1,0.8808,1
027400276,2740,4,SALARY,10.0,1,0.7328,1,0.7708,1
027400283,2740,3,ABOUT,10.0,1,0.4013,0,0.8808,1
027400286,2740,4,ALIVE,10.0,1,0.4013,0,0.8808,1
027400295,2740,4,GOING,10.0,1,0.8808,1,0.4013,0
027400321,2740,2,INTO,10.0,1,0.8808,1,0.8808,1
027400321,2740,5,TRYING,10.0,1,0.8808,1,0.8808,1
027400372,2740,5,COURTING,10.0,1,0.8808,1,0.8808,1
028920012,2892,0,SENDING,10.0,1,0.8808,1,0.8808,1
028920012,2892,4,BLESSINGS,10.0,1,0.8808,1,0.8808,1
028920044,2892,5,OTHER,10.0,1,0.4013,0,0.4013,0
028920044,2892,7,WOUNDED,10.0,1,0.8808,1,0.8808,1
028920050,2892,5,FREEDOM,10.0,1,0.8808,1,0.8808,1
028920131,2892,5,FIGHTING,10.0,1,0.8808,1,0.8808,1
028920200,2892,2,HARDLY,10.0,1,0.8808,1,0.4013,0
028920213,2892,3,EASY,10.0,1,0.4013,0,0.4013,0
028920213,2892,6,EVERYTHING,10.0,1,0.7926,1,0.8002,1
028920214,2892,2,READY,10.0,1,0.8808,1,0.8808,1
028920224,2892,4,SELFISH,10.0,1,0.4013,0,0.8808,1
028920239,2892,5,TODAY,10.0,1,0.5987,1,0.8808,1
028920315,2892,6,SUNSHINE,10.0,1,0.5987,1,0.8808,1
028970002,2897,6,ANYTHING,10.0,1,0.7928,1,0.4229,0
028970002,2897,7,ABOUT,10.0,1,0.8808,1,0.8808,1
028970016,2897,6,ANOTHER,10.0,1,0.7778,1,0.8062,1
028970016,2897,7,OFFER,10.0,1,0.8808,1,0.8808,1
028970022,2897,3,DISMISSED,10.0,1,0.8808,1,0.8808,1
028970022,2897,4,BECAUSE,10.0,1,0.8808,1,0.5987,1
028970022,2897,6,NOTHING,10.0,1,0.8808,1,0.4013,0
028970039,2897,5,EXPECTED,10.0,1,0.8039,1,0.8041,1
028970052,2897,3,ABOUT,10.0,1,0.8808,1,0.8808,1
028970052,2897,6,LATER,10.0,1,0.8808,1,0.8808,1
028970088,2897,2,GOING,10.0,1,0.8808,1,0.8808,1
028970129,2897,3,OTHER,10.0,1,0.4013,0,0.4013,0
028970129,2897,4,ACCOUNT,10.0,1,0.8808,1,0.8808,1
028970146,2897,3,ONLY,10.0,1,0.4013,0,0.8808,1
028970153,2897,5,DISCUSSION,10.0,1,0.2064,0,0.5625,1
028970158,2897,3,GOING,10.0,1,0.8808,1,0.8808,1
028970190,2897,0,WELCOME,10.0,1,0.8808,1,0.8808,1
028970198,2897,6,TONIGHT,10.0,1,0.8808,1,0.5987,1
028970245,2897,0,HELLO,10.0,1,0.5987,1,0.5987,1
028970294,2897,4,VERY,10.0,1,0.8808,1,0.8808,1
028970329,2897,1,SHOUTED,10.0,1,0.8808,1,0.8808,1
029170043,2917,1,BELIEVE,10.0,1,0.5987,1,0.5987,1
029170055,2917,2,CONCLUSION,10.0,1,0.3578,0,0.4894,1
029170104,2917,2,ALSO,10.0,1,0.8808,1,0.4013,0
029170104,2917,4,SHARPLY,10.0,1,0.8808,1,0.4013,0
029170156,2917,3,WAITING,10.0,1,0.8808,1,0.8808,1
029170161,2917,4,ANY,10.0,1,0.8808,1,0.8808,1
029170161,2917,5,QUESTIONS,10.0,1,0.4013,0,0.4013,0
029170177,2917,0,DOING,10.0,1,0.8808,1,0.4013,0
029170181,2917,1,PICTURE,10.0,1,0.4013,0,0.4013,0
029170196,2917,1,ONLY,10.0,1,0.4013,0,0.4013,0
029170211,2917,5,MUSIC,10.0,1,0.8808,1,0.8808,1
029170226,2917,4,INTEREST,10.0,1,0.1192,0,0.5987,1
029170309,2917,2,NEVER,10.0,1,0.8808,1,0.8808,1
029170309,2917,5,ATTENDANT,10.0,1,0.7881,1,0.7788,1
029170321,2917,3,MEMORY,10.0,1,0.7882,1,0.8061,1
029170321,2917,6,FATHERS,10.0,1,0.8808,1,0.8808,1
029170359,2917,2,TRANSFERRED,10.0,1,0.5987,1,0.5987,1
029170359,2917,7,ANOTHER,10.0,1,0.5524,1,0.6171,1
029370106,2937,6,BUSINESS,10.0,1,0.8808,1,0.8808,1
029370106,2937,8,USUAL,10.0,1,0.798,1,0.7637,1
029370108,2937,4,CAMPAIGN,10.0,1,0.5987,1,0.5987,1
029370108,2937,7,ISSUE,10.0,1,0.4013,0,0.4013,0
029370108,2937,9,WEAPONS,10.0,1,0.8808,1,0.8808,1
029370230,2937,7,TODAY,10.0,1,0.5987,1,0.5987,1
029370235,2937,4,GOING,10.0,1,0.8808,1,0.8808,1
029370239,2937,5,BETTER,10.0,1,0.8808,1,0.8808,1
029370379,2937,4,ANYWAY,10.0,1,0.7785,1,0.6717,1
030070108,3007,3,FALLING,10.0,1,0.8808,1,0.4013,0
030070112,3007,6,SOMETHING,10.0,1,0.8808,1,0.8808,1
030120001,3012,2,MANY,10.0,1,0.4013,0,0.4013,0
030120003,3012,7,ABOUT,10.0,1,0.8808,1,0.8808,1
030120072,3012,3,SISTER,10.0,1,0.4013,0,0.4013,0
030120089,3012,2,SOMETHING,10.0,1,0.8808,1,0.8808,1
030120173,3012,2,GOING,10.0,1,0.8808,1,0.4013,0
030140010,3014,5,DRIVING,10.0,1,0.8808,1,0.8808,1
030140017,3014,4,ALREADY,10.0,1,0.4495,0,0.4634,0
030140053,3014,3,MORNING,10.0,1,0.8808,1,0.8808,1
030140089,3014,3,EIGHTEEN,10.0,1,0.5987,1,0.8808,1
030140128,3014,4,EVERY,10.0,1,0.8808,1,0.8808,1
030140134,3014,2,ELEVEN,10.0,1,0.8013,1,0.6566,1
030270013,3027,2,ONLY,10.0,1,0.4013,0,0.4013,0
030270049,3027,7,HAPPY,10.0,1,0.8808,1,0.8808,1
030270053,3027,3,GIVING,10.0,1,0.8808,1,0.4013,0
030270116,3027,4,WANTED,10.0,1,0.8808,1,0.8808,1
030270161,3027,3,STORY,10.0,1,0.8808,1,0.8808,1
030270175,3027,4,WINDY,10.0,1,0.4013,0,0.4013,0
030270175,3027,6,RAINY,10.0,1,0.8808,1,0.4013,0
030600004,3060,4,BEGINNING,5.0,0,0.1067,0,0.0755,0
030600039,3060,2,MOTHER,10.0,1,0.4013,0,0.8808,1
030600042,3060,2,OVER,10.0,1,0.8808,1,0.4013,0
030600052,3060,2,ONLY,10.0,1,0.8808,1,0.8808,1
030600070,3060,4,SOMETHING,10.0,1,0.4013,0,0.8808,1
030600156,3060,3,COMING,10.0,1,0.8808,1,0.8808,1
030750030,3075,6,ABOUT,10.0,1,0.4013,0,0.4013,0
030750034,3075,2,EASY,10.0,1,0.8808,1,0.8808,1
030750057,3075,2,GOING,10.0,1,0.8808,1,0.4013,0
030750074,3075,1,EVENING,10.0,1,0.4013,0,0.4013,0
030750074,3075,3,FAILING,10.0,1,0.8808,1,0.8808,1
030750108,3075,2,LOVING,10.0,1,0.8808,1,0.8808,1
030750128,3075,5,WAITING,10.0,1,0.8808,1,0.4013,0
030750155,3075,3,SOMETHING,10.0,1,0.4013,0,0.4013,0
032140082,3214,2,OPENED,10.0,1,0.8808,1,0.8808,1
032140110,3214,4,AGAIN,10.0,1,0.4013,0,0.8808,1
032140117,3214,0,ANY,10.0,1,0.4013,0,0.4013,0
032140121,3214,6,MANY,10.0,1,0.4013,0,0.4013,0
032140169,3214,3,MERRY,10.0,1,0.8808,1,0.8808,1
034120027,3412,2,ANY,10.0,1,0.8808,1,0.8808,1
034120035,3412,2,SECOND,10.0,1,0.4013,0,0.4013,0
034120077,3412,4,EVERY,10.0,1,0.8808,1,0.8808,1
034120085,3412,5,WAITING,10.0,1,0.8808,1,0.8808,1
034120101,3412,2,ONLY,10.0,1,0.4013,0,0.8808,1
034120111,3412,3,MOTHER,10.0,1,0.4013,0,0.4013,0
034120125,3412,3,LISTENING,10.0,1,0.7806,1,0.7526,1
034120155,3412,2,FORTY,10.0,1,0.8808,1,0.8808,1
034120161,3412,4,OVER,10.0,1,0.8808,1,0.8808,1
036310098,3631,2,PARENTS,10.0,1,0.8808,1,0.8808,1
036310116,3631,2,OVER,10.0,1,0.8808,1,0.8808,1
036310116,3631,4,OVER,10.0,1,0.4013,0,0.4013,0
036310159,3631,6,HAPPY,10.0,1,0.4013,0,0.4013,0
050150024,5015,2,AFRAID,10.0,1,0.8808,1,0.8808,1
050150024,5015,7,ALONE,10.0,1,0.8808,1,0.8808,1
050150028,5015,3,OTHERS,10.0,1,0.8808,1,0.5987,1
050150041,5015,3,ABOUT,10.0,1,0.8808,1,0.8808,1
050150041,5015,5,MATTER,10.0,1,0.8808,1,0.8808,1
050150041,5015,8,OTHER,10.0,1,0.8808,1,0.8808,1
050150070,5015,2,NOTHING,10.0,1,0.8808,1,0.8808,1
050150093,5015,1,CERTAINLY,10.0,1,0.6442,1,0.5526,1
050150116,5015,7,THEMSELVES,10.0,1,0.5987,1,0.5987,1
050150125,5015,4,MORNING,10.0,1,0.8808,1,0.8808,1
050150163,5015,1,NEVER,10.0,1,0.8808,1,0.8808,1
050150165,5015,3,SISTER,10.0,1,0.8808,1,0.4013,0
050150170,5015,4,TELLING,10.0,1,0.8808,1,0.4013,0
050170002,5017,7,ABOUT,10.0,1,0.8808,1,0.8808,1
050170005,5017,0,NOTHING,10.0,1,0.8808,1,0.8808,1
050170101,5017,3,TODAY,10.0,1,0.8808,1,0.5987,1
050170117,5017,5,NOTHING,10.0,1,0.8808,1,0.4013,0
050170131,5017,6,BEGIN,10.0,1,0.8808,1,0.5987,1
050170131,5017,7,ABOUT,10.0,1,0.8808,1,0.8808,1
050170132,5017,9,HAPPEN,10.0,1,0.4013,0,0.8808,1
050170151,5017,2,NOTHING,10.0,1,0.8808,1,0.8808,1
050170151,5017,3,UNDER,10.0,1,0.4013,0,0.4013,0
050170154,5017,2,NOTHING,10.0,1,0.8808,1,0.8808,1
050170154,5017,6,ABOUT,10.0,1,0.4013,0,0.8808,1
050290028,5029,3,BECOME,10.0,1,0.5987,1,0.5987,1
050290028,5029,8,ALONE,10.0,1,0.8808,1,0.8808,1
050290042,5029,4,DIFFERENT,10.0,1,0.5987,1,0.1192,0
050290060,5029,3,ANY,10.0,1,0.8808,1,0.8808,1
050290062,5029,0,OUR,10.0,1,0.4013,0,0.8808,1
050290087,5029,7,LONDON,10.0,1,0.4013,0,0.8808,1
050290087,5029,9,WINTER,10.0,1,0.8808,1,0.4013,0
050290120,5029,2,NOTHING,10.0,1,0.8808,1,0.8808,1
050290120,5029,3,HAPPENED,10.0,1,0.8808,1,0.8808,1
050290136,5029,3,NOTHING,10.0,1,0.8808,1,0.8808,1
050290145,5029,8,NOTHING,10.0,1,0.8808,1,0.4013,0
050290167,5029,2,NOTHING,10.0,1,0.8808,1,0.8808,1
050390001,5039,2,ALSO,10.0,1,0.4013,0,0.8808,1
050390001,5039,7,AWAY,10.0,1,0.4013,0,0.5987,1
050390011,5039,4,FINISH,10.0,1,0.4013,0,0.4013,0
050390020,5039,4,AWAY,10.0,1,0.4013,0,0.1192,0
050390021,5039,0,NOTHING,10.0,1,0.8808,1,0.8808,1
050390040,5039,5,WONDERFUL,10.0,1,0.7578,1,0.8056,1
050390048,5039,2,AWAY,10.0,1,0.5987,1,0.5987,1
050390048,5039,3,SLOWLY,10.0,1,0.8808,1,0.8808,1
050390048,5039,4,INTO,10.0,1,0.4013,0,0.4013,0
050390057,5039,3,BETTER,10.0,1,0.4013,0,0.4013,0
050390057,5039,4,STUDY,10.0,1,0.8808,1,0.8808,1
050390087,5039,5,LETTER,10.0,1,0.4013,0,0.8808,1
050390090,5039,0,NOTHING,10.0,1,0.8808,1,0.4013,0
050390114,5039,4,LADY,10.0,1,0.8808,1,0.8808,1
050390129,5039,5,ALREADY,10.0,1,0.4512,0,0.5168,1
050390175,5039,5,ALSO,10.0,1,0.8808,1,0.8808,1
050720001,5072,3,GROWING,10.0,1,0.8808,1,0.4013,0
050720017,5072,5,OTHER,10.0,1,0.4013,0,0.4013,0
050720040,5072,4,OTHERS,10.0,1,0.1192,0,0.8808,1
050720072,5072,2,NEVER,10.0,1,0.4013,0,0.4013,0
050720072,5072,5,OTHER,10.0,1,0.8808,1,0.8808,1
050720076,5072,2,CLEVER,10.0,1,0.8808,1,0.8808,1
050720076,5072,8,WATER,10.0,1,0.8808,1,0.8808,1
050720078,5072,1,LIKENESS,10.0,1,0.4013,0,0.8808,1
050720078,5072,4,LADY,10.0,1,0.8808,1,0.8808,1
050720079,5072,3,NOTHING,10.0,1,0.8808,1,0.8808,1
050720124,5072,3,IMPORTANT,10.0,1,0.7158,1,0.734,1
050720124,5072,8,QUIET,10.0,1,0.4013,0,0.4013,0
050720126,5072,1,OTHERS,10.0,1,0.8808,1,0.8808,1
050720138,5072,0,ONLY,10.0,1,0.4013,0,0.4013,0
050720138,5072,3,BETTER,10.0,1,0.4013,0,0.4013,0
052200020,5220,4,ABOUT,10.0,1,0.8808,1,0.8808,1
052200044,5220,4,AWAY,10.0,1,0.8808,1,0.8808,1
052200050,5220,1,ALONE,10.0,1,0.8808,1,0.8808,1
052200050,5220,6,OTHER,10.0,1,0.8808,1,0.8808,1
052200066,5220,2,NOTHING,10.0,1,0.4013,0,0.4013,0
052200076,5220,4,LETTER,10.0,1,0.8808,1,0.4013,0
052200092,5220,1,MOTHER,10.0,1,0.4013,0,0.4013,0
052200110,5220,5,STORY,10.0,1,0.8808,1,0.8808,1
052200142,5220,3,AWAY,10.0,1,0.8808,1,0.8808,1
052200142,5220,6,AM,10.0,1,0.8808,0,0.1192,0
052200142,5220,7,AFRAID,10.0,1,0.8808,1,0.8808,1
052200150,5220,6,AM,10.0,1,0.4013,0,0.8808,0
052200152,5220,3,MORNING,10.0,1,0.8808,1,0.8808,1
054060017,5406,3,BROTHER,10.0,1,0.8808,1,0.8808,1
054060036,5406,6,SOMETHING,10.0,1,0.4013,0,0.8808,1
054060076,5406,6,AWAY,10.0,1,0.5987,1,0.8808,1
054060116,5406,3,OLDER,10.0,1,0.8808,1,0.4013,0
054060126,5406,3,AFRAID,10.0,1,0.8808,1,0.8808,1
054060147,5406,3,HUNGRY,10.0,1,0.8808,1,0.8808,1
054060149,5406,6,PLACES,10.0,1,0.8808,1,0.8808,1
054060149,5406,8,OTHER,10.0,1,0.4013,0,0.4013,0
054060153,5406,3,HOMEWORK,10.0,1,0.8808,1,0.8808,1
054060173,5406,9,OVER,10.0,1,0.4013,0,0.4013,0
054280012,5428,0,NOTHING,10.0,1,0.8808,1,0.4013,0
054280023,5428,4,SOMETHING,10.0,1,0.4013,0,0.4013,0
054280030,5428,4,AGAIN,10.0,1,0.8808,1,0.5987,1
054280042,5428,6,LADY,10.0,1,0.8808,1,0.8808,1
054280049,5428,4,OTHERS,10.0,1,0.8808,1,0.8808,1
054280118,5428,6,ABOUT,10.0,1,0.4013,0,0.8808,1
054280128,5428,0,NOTHING,10.0,1,0.8808,1,0.4013,0
054280148,5428,3,NOTHING,10.0,1,0.4013,0,0.4013,0
054320015,5432,3,MOTHER,10.0,1,0.8808,1,0.4013,0
054320020,5432,2,WOMAN,10.0,1,0.8808,1,0.8808,1
054320024,5432,6,BETTER,10.0,1,0.4013,0,0.4013,0
054320061,5432,6,OPEN,10.0,1,0.8808,1,0.8808,1
054320067,5432,3,NOTHING,10.0,1,0.8808,1,0.8808,1
054320080,5432,6,ABOUT,10.0,1,0.8808,1,0.8808,1
054320099,5432,4,AWAY,10.0,1,0.8808,1,0.5987,1
054320099,5432,6,ANY,10.0,1,0.8808,1,0.8808,1
054320118,5432,3,BEGIN,10.0,1,0.5987,1,0.5987,1
054320118,5432,5,WORRY,10.0,1,0.8808,1,0.8808,1
054320118,5432,6,ABOUT,10.0,1,0.8808,1,0.8808,1
054320140,5432,2,VERY,10.0,1,0.4013,0,0.4013,0
054320149,5432,4,PALACE,10.0,1,0.4013,0,0.4013,0
054320149,5432,7,EVENING,10.0,1,0.1192,0,0.8808,1
055470040,5547,3,COUNTRY,10.0,1,0.8808,1,0.8808,1
055470046,5547,2,ONLY,10.0,1,0.8808,1,0.8808,1
055470046,5547,3,OUTSIDE,10.0,1,0.1192,0,0.1192,0
055470082,5547,1,WOMAN,10.0,1,0.8808,1,0.8808,1
055470088,5547,2,BETTER,10.0,1,0.8808,1,0.8808,1
055470105,5547,2,NOTHING,10.0,1,0.8808,1,0.4013,0
055470105,5547,4,PARTIES,10.0,1,0.8808,1,0.8808,1
055470120,5547,5,QUIET,10.0,1,0.8808,1,0.8808,1
055470141,5547,6,ANGRY,10.0,1,0.8808,1,0.8808,1
055470170,5547,4,MONEY,10.0,1,0.8808,1,0.8808,1
055470175,5547,1,ABOUT,10.0,1,0.4013,0,0.8808,1
