phone_index,phone,human_grade,ctc_viterbi_lpp,mfa_lpp,ctc_viterbi_start,ctc_viterbi_end,mfa_start,mfa_end,split,utterance,speaker
17,IH,2.0,-2.4897994995117188,-9.285829544067383,4.646874074074074,4.686933333333333,4.54,4.73,train,096070011,9607
18,M,2.0,-0.002354827243834734,-9.888901710510254,4.747022222222222,4.767051851851852,4.73,4.95,train,096070011,9607
19,S,0.0,-9.135656356811523,-12.229480743408203,4.767051851851852,4.787081481481482,4.95,4.98,train,096070011,9607
20,EH,0.0,-12.757783889770508,-13.351215362548828,4.807111111111111,4.827140740740741,4.98,5.01,train,096070011,9607
21,L,0.0,-12.580914497375488,-13.091684341430664,5.227733333333333,5.247762962962963,5.01,5.04,train,096070011,9607
22,F,0.0,-10.122674942016602,-13.024511337280273,5.247762962962963,5.267792592592593,5.04,5.07,train,096070011,9607
0,W,2.0,-7.1679816246032715,-13.079444885253906,0.6413575757575758,0.6614,0.55,0.58,train,096070012,9607
1,IY,1.8,-0.10364475846290588,-9.334763526916504,0.821739393939394,0.901909090909091,0.58,1.05,train,096070012,9607
3,L,2.0,-0.020247099921107292,-10.411911964416504,1.6835636363636364,1.723648484848485,1.27,1.85,train,096070012,9607
4,UH,2.0,-3.415144920349121,-7.1879472732543945,1.8238606060606062,1.8639454545454546,1.85,1.88,train,096070012,9607
5,K,2.0,-0.003541390411555767,-12.303716659545898,1.9441151515151516,1.9641575757575758,1.88,1.91,train,096070012,9607
6,IH,0.4,-9.355110168457031,-12.243295669555664,2.0042424242424244,2.024284848484849,1.91,1.94,train,096070012,9607
7,NG,0.4,-9.279937744140625,-10.414505958557129,2.064369696969697,2.084412121212121,1.94,1.97,train,096070012,9607
8,F,2.0,-0.0020858929492533207,-7.401760578155518,2.084412121212121,2.1044545454545456,1.97,2.13,train,096070012,9607
9,AA,2.0,-0.00804949551820755,-8.583202362060547,2.244751515151515,2.2848363636363636,2.13,2.3,train,096070012,9607
10,Y,2.0,-0.0018825791776180267,-5.860581874847412,2.5453878787878788,2.5854727272727276,2.46,2.58,train,096070012,9607
11,UW,2.0,-0.09439495205879211,-9.171734809875488,2.5854727272727276,2.625557575757576,2.58,2.8,train,096070012,9607
0,DH,2.0,-10.169601440429688,-12.70958137512207,0.5411882640586797,0.5612322738386308,0.59,0.63,train,096070013,9607
1,AH,1.6,-0.11561117321252823,-9.323314666748047,0.8017603911980441,0.8218044009779951,0.63,0.89,train,096070013,9607
2,AH,2.0,-9.825592041015625,-11.524422645568848,1.1224645476772617,1.1425085574572127,0.93,1.21,train,096070013,9607
3,DH,2.0,-7.339081287384033,-10.37952995300293,1.2627726161369195,1.2828166259168705,1.21,1.36,train,096070013,9607
4,ER,2.0,-7.212725639343262,-10.479140281677246,1.5033007334963326,1.5233447432762837,1.36,1.63,train,096070013,9607
5,T,2.0,-0.0011551857460290194,-10.697425842285156,1.8640929095354524,1.8841369193154036,1.84,1.99,train,096070013,9607
6,ER,1.6,-6.703139781951904,-10.470133781433105,2.144709046454768,2.164753056234719,1.99,2.23,train,096070013,9607
7,N,2.0,-0.023955661803483963,-6.162027835845947,2.2449290953545233,2.2649731051344744,2.23,2.35,train,096070013,9607
8,D,0.4,-8.856353759765625,-13.004121780395508,2.2649731051344744,2.2850171149144254,2.35,2.49,train,096070013,9607
9,B,2.0,-0.0022205475252121687,-7.011496543884277,2.5055012224938875,2.525545232273839,2.49,2.53,train,096070013,9607
10,AE,2.0,-0.0017478633671998978,-10.504582405090332,2.6858973105134476,2.7259853300733496,2.53,2.75,train,096070013,9607
11,K,2.0,-0.012798835523426533,-9.367293357849121,2.8662933985330077,2.9063814180929097,2.75,2.93,train,096070013,9607
12,T,2.0,-0.0014228230575099587,-10.783506393432617,3.2070415647921764,3.2270855745721274,3.18,3.32,train,096070013,9607
13,UW,2.0,-4.940567970275879,-11.556584358215332,3.4275256723716385,3.4475696821515895,3.32,3.51,train,096070013,9607
14,DH,2.0,-6.406274795532227,-11.401004791259766,3.7682738386308072,3.7883178484107582,3.81,3.85,train,096070013,9607
15,AH,2.0,-1.751320242881775,-7.548492431640625,3.928625916870416,3.9687139364303183,3.85,4.02,train,096070013,9607
16,D,2.0,-0.22327277064323425,-8.822927474975586,4.109022004889976,4.129066014669927,4.09,4.14,train,096070013,9607
17,AA,2.0,-0.24528594315052032,-12.002113342285156,4.289418092909536,4.329506112469438,4.14,4.28,train,096070013,9607
18,SH,0.0,-9.856328010559082,-13.220203399658203,5.9330268948655265,5.953070904645477,5.8,5.83,train,096070013,9607
19,EY,0.4,-9.874110221862793,-13.751976013183594,5.9731149144254285,5.993158924205379,5.83,5.89,train,096070013,9607
20,K,0.4,-0.0012766314903274179,-12.714834213256836,6.133466992665037,6.153511002444988,5.89,5.92,train,096070013,9607
21,IH,0.0,-7.653450012207031,-6.95048189163208,6.333907090464548,6.353951100244499,5.92,5.95,train,096070013,9607
22,NG,0.0,-9.455609321594238,-10.471738815307617,6.835007334963326,6.855051344743277,5.95,6.13,train,096070013,9607
23,HH,2.0,-0.01774541847407818,-0.7938269376754761,6.855051344743277,6.875095354523228,6.87,6.9,train,096070013,9607
24,IH,2.0,-0.006668338552117348,-9.435575485229492,7.115623471882641,7.135667481662592,6.9,7.15,train,096070013,9607
25,Z,2.0,-0.025527868419885635,-8.991447448730469,7.175755501222494,7.195799511002446,7.15,7.24,train,096070013,9607
26,HH,2.0,-0.010356740094721317,-8.559442520141602,7.376195599022005,7.416283618581907,7.24,7.44,train,096070013,9607
27,EH,2.0,-6.453071117401123,-12.381874084472656,7.5766356968215165,7.596679706601468,7.44,7.6,train,096070013,9607
28,D,2.0,-9.139785766601562,-12.666084289550781,7.757031784841076,7.777075794621028,7.6,7.66,train,096070013,9607
0,HH,2.0,-0.004827891942113638,-5.2646355628967285,0.4609055118110236,0.5009842519685039,0.42,0.53,train,096070014,9607
1,IY,1.8,-0.06528175622224808,-9.834307670593262,0.6612992125984252,0.7214173228346457,0.53,0.85,train,096070014,9607
2,W,2.0,-0.002649548463523388,-8.986332893371582,1.0620866141732284,1.1021653543307086,0.97,1.12,train,096070014,9607
3,AA,1.6,-0.08788222819566727,-9.135151863098145,1.2624803149606298,1.3225984251968503,1.12,1.38,train,096070014,9607
4,K,2.0,-0.0009396428358741105,-11.213221549987793,1.4428346456692913,1.4628740157480316,1.38,1.7,train,096070014,9607
5,T,0.0,-10.413095474243164,-11.965127944946289,1.5831102362204725,1.6031496062992125,1.7,1.73,train,096070014,9607
6,IH,2.0,-0.04629519581794739,-11.045648574829102,2.144212598425197,2.164251968503937,1.73,1.76,train,096070014,9607
7,N,2.0,-0.27960512042045593,-12.302303314208984,2.184291338582677,2.2243700787401575,1.76,1.79,train,096070014,9607
8,T,0.0,-9.809484481811523,-12.455812454223633,2.324566929133858,2.3446062992125984,1.79,1.86,train,096070014,9607
9,UW,0.0,-9.86978816986084,-10.984848976135254,2.3446062992125984,2.3646456692913387,1.86,2.3,train,096070014,9607
10,DH,1.8,-8.899162292480469,-10.380465507507324,2.665236220472441,2.685275590551181,2.3,2.41,train,096070014,9607
11,AH,2.0,-1.846234917640686,-11.122899055480957,2.685275590551181,2.7053149606299214,2.41,2.79,train,096070014,9607
12,R,2.0,-0.23844629526138306,-5.517280101776123,3.146181102362205,3.2263385826771653,3.09,3.26,train,096070014,9607
13,UW,2.0,-0.017410464584827423,-8.982569694519043,3.3666141732283466,3.4066929133858266,3.26,3.5,train,096070014,9607
14,M,2.0,-8.58401870727539,-11.487080574035645,3.5068897637795278,3.5269291338582676,3.5,3.69,train,096070014,9607
15,HH,2.0,-0.1391608715057373,-0.41403549909591675,4.288425196850394,4.348543307086614,4.32,4.35,train,096070014,9607
16,IY,1.8,-0.008443623781204224,-9.155137062072754,4.468779527559055,4.508858267716535,4.35,4.54,train,096070014,9607
17,HH,2.0,-0.002102041384205222,-8.575117111206055,4.669173228346457,4.729291338582677,4.54,4.74,train,096070014,9607
18,AE,2.0,-4.292459964752197,-10.930981636047363,4.909645669291338,4.949724409448819,4.74,5.04,train,096070014,9607
19,D,0.0,-0.015589984133839607,-11.228757858276367,5.3505118110236225,5.370551181102362,5.04,5.35,train,096070014,9607
20,JH,2.0,-6.843320369720459,-8.93068790435791,5.370551181102362,5.390590551181102,5.35,5.41,train,096070014,9607
21,AH,2.0,-4.882566928863525,-11.010826110839844,5.590984251968504,5.611023622047244,5.41,5.64,train,096070014,9607
22,M,2.0,-0.004816358909010887,-8.60511302947998,5.6711417322834645,5.691181102362204,5.64,5.77,train,096070014,9607
23,P,2.0,-0.2632598280906677,-10.985068321228027,5.791377952755906,5.8314566929133855,5.77,6.14,train,096070014,9607
24,T,1.2,-9.448834419250488,-12.889883041381836,6.492755905511811,6.512795275590551,6.14,6.17,train,096070014,9607
25,F,2.0,-5.085638046264648,-9.25860595703125,6.512795275590551,6.532834645669292,6.45,6.54,train,096070014,9607
26,R,2.0,-0.0020140090491622686,-4.075466632843018,6.552874015748031,6.592952755905512,6.54,6.62,train,096070014,9607
27,AH,2.0,-6.1724019050598145,-11.411946296691895,6.793346456692913,6.813385826771653,6.62,6.87,train,096070014,9607
28,M,2.0,-0.010749065317213535,-10.530405044555664,6.893543307086614,6.933622047244095,6.87,7.09,train,096070014,9607
0,HH,2.0,-0.009971149265766144,-1.9542293548583984,0.4409705882352941,0.48105882352941176,0.43,0.49,train,096070015,9607
1,IY,1.8,-0.09798067808151245,-8.546013832092285,0.561235294117647,0.6213676470588235,0.49,0.71,train,096070015,9607
2,DH,1.8,-8.815035820007324,-11.601879119873047,0.7817205882352941,0.8017647058823529,0.71,0.86,train,096070015,9607
3,EH,2.0,-8.497108459472656,-11.67086124420166,1.0623382352941175,1.0823823529411765,0.86,1.11,train,096070015,9607
4,N,2.0,-9.609670639038086,-12.12879753112793,1.0823823529411765,1.1024264705882354,1.11,1.14,train,096070015,9607
6,S,2.0,-8.644853591918945,-10.90307903289795,1.4231323529411766,1.4431764705882353,1.39,1.47,train,096070015,9607
7,K,2.0,-0.0011029051383957267,-8.593549728393555,1.5233529411764706,1.5634411764705882,1.47,1.59,train,096070015,9607
8,T,0.4,-9.285343170166016,-12.830953598022461,1.6837058823529412,1.7037499999999999,1.59,1.63,train,096070015,9607
9,M,2.0,-0.004519365262240171,-10.091056823730469,1.7438382352941177,1.803970588235294,1.63,1.91,train,096070015,9607
10,IY,2.0,-0.005967233330011368,-10.543888092041016,2.7861323529411766,2.826220588235294,1.91,2.27,train,096070015,9607
11,IH,2.0,-0.2157517373561859,-9.387252807617188,2.9063970588235293,2.926441176470588,2.64,2.93,train,096070015,9607
12,F,2.0,-0.15450388193130493,-9.009303092956543,3.0867941176470586,3.1268823529411764,2.93,3.17,train,096070015,9607
13,AY,2.0,-0.0017451673047617078,-11.983877182006836,3.507720588235294,3.5478088235294116,3.33,3.94,train,096070015,9607
14,W,0.0,-10.931424140930176,-12.383734703063965,3.848470588235294,3.868514705882353,3.97,4.0,train,096070015,9607
15,AH,0.0,-5.003645896911621,-12.0133638381958,3.948691176470588,3.988779411764706,4.0,4.03,train,096070015,9607
16,Z,1.2,-0.20459820330142975,-12.357232093811035,4.068955882352941,4.089,4.03,4.24,train,096070015,9607
18,N,2.0,-0.6902655959129333,-4.085267066955566,4.650235294117647,4.670279411764706,4.61,4.66,train,096070015,9607
19,IH,2.0,-2.1406784057617188,-10.016852378845215,5.031073529411764,5.051117647058824,4.91,5.05,train,096070015,9607
20,NG,2.0,-4.075980186462402,-9.245492935180664,5.071161764705883,5.091205882352941,5.05,5.14,train,096070015,9607
21,G,2.0,-7.846258163452148,-11.081047058105469,5.171382352941176,5.191426470588235,5.14,5.17,train,096070015,9607
22,L,2.0,-0.08216498047113419,-2.503628730773926,5.191426470588235,5.251558823529412,5.17,5.22,train,096070015,9607
23,IH,2.0,-5.290519714355469,-6.349847793579102,5.331735294117647,5.3517794117647055,5.22,5.52,train,096070015,9607
24,SH,1.8,-0.00871348287910223,-12.307037353515625,5.552220588235294,5.592308823529412,5.52,5.93,train,096070015,9607
25,M,2.0,-0.0012421638239175081,-6.184309959411621,5.973147058823529,6.0132352941176475,5.93,6.04,train,096070015,9607
26,AH,1.6,-0.003389449091628194,-9.958619117736816,6.173588235294117,6.193632352941177,6.04,6.23,train,096070015,9607
27,N,2.0,-0.0539768822491169,-8.081554412841797,6.233720588235294,6.273808823529412,6.23,6.35,train,096070015,9607
0,DH,2.0,-2.6916279792785645,-8.40474796295166,0.5016064257028113,0.5216706827309238,0.53,0.57,train,096070016,9607
1,AE,2.0,-1.0886050462722778,-10.59778881072998,0.7423775100401607,0.7624417670682732,0.57,0.81,train,096070016,9607
2,T,2.0,-0.0015257871709764004,-10.255578994750977,0.8828273092369479,0.9028915662650603,0.81,1.01,train,096070016,9607
3,W,0.0,-9.753381729125977,-13.466443061828613,0.9430200803212853,0.9630843373493977,1.06,1.09,train,096070016,9607
4,AH,0.0,-1.6271220445632935,-11.907369613647461,0.9630843373493977,0.9831485943775101,1.09,1.12,train,096070016,9607
5,Z,1.2,-0.18051087856292725,-14.06171989440918,1.5650120481927712,1.6051405622489963,1.12,1.15,train,096070016,9607
6,W,2.0,-0.0017005043337121606,-13.489273071289062,1.8459116465863457,1.865975903614458,1.15,1.18,train,096070016,9607
8,N,2.0,-0.018837329000234604,-11.18783187866211,2.2271325301204823,2.267261044176707,1.47,1.5,train,096070016,9607
9,SH,2.0,-0.00718360859900713,-13.460930824279785,2.568224899598394,2.6083534136546187,1.5,1.53,train,096070016,9607
10,IY,2.0,-0.006330898031592369,-13.517181396484375,2.9093172690763054,2.9494457831325303,1.53,1.56,train,096070016,9607
11,S,2.0,-0.07701092213392258,-10.44811725616455,3.3106024096385545,3.3507309236947793,1.56,1.7,train,096070016,9607
12,AA,0.0,-9.77778148651123,-11.448539733886719,3.631630522088354,3.6516947791164664,1.7,2.16,train,096070016,9607
13,IH,1.6,-8.496068954467773,-10.316375732421875,4.193429718875502,4.2134939759036145,2.74,3.19,train,096070016,9607
14,T,2.0,-0.0021914057433605194,-12.871621131896973,4.353943775100402,4.374008032128515,3.19,3.22,train,096070016,9607
0,SH,2.0,-0.005197444930672646,-11.058632850646973,0.541741935483871,0.5818709677419355,0.49,0.73,train,096070017,9607
1,IY,1.8,-0.007681790739297867,-8.208651542663574,0.8427096774193549,0.9029032258064517,0.73,0.99,train,096070017,9607
2,HH,2.0,-0.0028075568843632936,-12.141053199768066,1.1236129032258064,1.1838064516129032,0.99,1.02,train,096070017,9607
3,AE,2.0,-6.970102310180664,-12.1594877243042,1.3643870967741936,1.3844516129032258,1.02,1.05,train,096070017,9607
4,D,0.0,-10.155460357666016,-13.126981735229492,1.3844516129032258,1.404516129032258,1.05,1.08,train,096070017,9607
5,HH,2.0,-0.09430494159460068,-5.047713756561279,1.785741935483871,1.8459354838709678,1.08,1.21,train,096070017,9607
6,ER,2.0,-4.656846046447754,-12.137809753417969,2.1268387096774193,2.1469032258064518,1.21,1.45,train,096070017,9607
7,HH,2.0,-0.2008153349161148,-12.254475593566895,2.2873548387096774,2.3475483870967744,1.45,1.48,train,096070017,9607
8,AE,0.8,-0.003430478274822235,-13.579803466796875,2.5281290322580645,2.568258064516129,1.48,1.51,train,096070017,9607
9,N,0.8,-8.789718627929688,-12.642696380615234,2.568258064516129,2.588322580645161,1.51,1.55,train,096070017,9607
10,D,2.0,-0.08258417248725891,-11.343093872070312,2.6886451612903226,2.7087096774193546,1.55,1.61,train,096070017,9607
11,OW,2.0,-0.301578551530838,-9.566276550292969,3.0698709677419354,3.11,1.64,1.67,train,096070017,9607
12,V,1.4,-10.246851921081543,-11.532570838928223,3.3909032258064515,3.410967741935484,1.67,1.86,train,096070017,9607
13,ER,2.0,-3.9418957233428955,-10.85607624053955,3.410967741935484,3.431032258064516,1.86,2.21,train,096070017,9607
14,HH,2.0,-0.11130578070878983,-1.398451805114746,3.7119354838709677,3.7721290322580647,2.3,2.37,train,096070017,9607
15,ER,2.0,-7.580661296844482,-12.377373695373535,4.012903225806451,4.032967741935484,2.37,2.64,train,096070017,9607
16,L,2.0,-9.278373718261719,-9.597419738769531,4.494451612903226,4.514516129032258,2.91,3.31,train,096070017,9607
17,EH,0.0,-4.595218658447266,-11.080253601074219,4.755290322580645,4.775354838709678,3.31,3.45,train,096070017,9607
18,F,0.0,-9.823114395141602,-11.642199516296387,4.775354838709678,4.795419354838709,3.45,3.48,train,096070017,9607
19,T,0.0,-0.010776365175843239,-9.829535484313965,5.116451612903226,5.1565806451612906,3.48,3.51,train,096070017,9607
20,CH,2.0,-10.620573997497559,-9.522830963134766,5.317096774193549,5.33716129032258,3.75,3.78,train,096070017,9607
21,EH,0.0,-7.3226728439331055,-12.152936935424805,5.437483870967742,5.457548387096774,3.78,4.08,train,096070017,9607
22,K,2.0,-10.15175724029541,-13.064274787902832,5.577935483870967,5.598,4.08,4.13,train,096070017,9607
0,DH,1.6,-7.238639831542969,-10.894266128540039,0.5404576271186441,0.5604745762711865,0.59,0.63,train,096070018,9607
1,IH,2.0,-8.844974517822266,-10.18670654296875,0.7606440677966102,0.7806610169491526,0.63,1.02,train,096070018,9607
2,S,1.8,-10.263285636901855,-10.845512390136719,0.7806610169491526,0.800677966101695,1.02,1.11,train,096070018,9607
3,IH,2.0,-3.202907085418701,-11.040913581848145,0.9207796610169492,0.9407966101694916,1.18,1.62,train,096070018,9607
4,Z,1.8,-0.0029200538992881775,-10.499959945678711,1.020864406779661,1.0608983050847458,1.62,1.77,train,096070018,9607
5,DH,1.6,-9.431955337524414,-8.330358505249023,1.6213728813559323,1.6413898305084746,1.92,1.97,train,096070018,9607
6,AH,1.6,-2.8093669414520264,-9.903273582458496,2.1017796610169492,2.1217966101694916,1.97,2.19,train,096070018,9607
7,EH,0.0,-7.528318881988525,-12.32182502746582,2.422050847457627,2.4420677966101696,2.3,2.46,train,096070018,9607
8,N,2.0,-0.0352218896150589,-7.610513210296631,2.462084745762712,2.522135593220339,2.46,2.63,train,096070018,9607
9,D,2.0,-0.0015156697481870651,-10.170243263244629,2.6622542372881357,2.682271186440678,2.63,2.78,train,096070018,9607
10,AH,2.0,-0.03277197852730751,-12.014074325561523,2.7022881355932205,2.742322033898305,2.91,3.11,train,096070018,9607
11,V,1.6,-7.165554046630859,-11.231414794921875,3.162677966101695,3.1826949152542374,3.11,3.37,train,096070018,9607
12,DH,1.6,-8.471477508544922,-10.35352611541748,3.322813559322034,3.3428305084745764,3.37,3.41,train,096070018,9607
13,AH,2.0,-5.6308512687683105,-10.156675338745117,3.6230677966101696,3.6631016949152544,3.41,3.72,train,096070018,9607
14,F,2.0,-0.002232917817309499,-2.0510292053222656,4.2035593220338985,4.223576271186441,4.19,4.25,train,096070018,9607
15,ER,2.0,-9.187568664550781,-10.323598861694336,4.423745762711865,4.443762711864407,4.25,4.53,train,096070018,9607
16,S,2.0,-3.4993624687194824,-8.00493335723877,4.543847457627119,4.563864406779661,4.53,4.59,train,096070018,9607
17,T,2.0,-0.0019900058396160603,-8.846196174621582,4.643932203389831,4.663949152542373,4.59,4.73,train,096070018,9607
18,CH,2.0,-0.029773952439427376,-10.077776908874512,4.984220338983051,5.024254237288136,4.98,5.12,train,096070018,9607
19,AE,1.6,-2.321690559387207,-11.605080604553223,5.244440677966102,5.264457627118644,5.12,5.27,train,096070018,9607
20,P,1.2,-9.750003814697266,-10.437289237976074,5.304491525423729,5.324508474576271,5.27,5.3,train,096070018,9607
21,T,0.0,-11.45152473449707,-10.730001449584961,5.324508474576271,5.344525423728814,5.3,5.33,train,096070018,9607
0,IH,2.0,-9.311226844787598,-11.267870903015137,0.6231548672566372,0.6432566371681416,0.52,0.71,train,096070019,9607
1,T,2.0,-5.351857662200928,-11.11652660369873,0.7638672566371681,0.7839690265486726,0.71,0.82,train,096070019,9607
2,W,0.0,-8.662883758544922,-13.082226753234863,0.8442743362831859,0.8643761061946903,1.01,1.04,train,096070019,9607
4,Z,1.2,-0.0017667888896539807,-10.396649360656738,1.3870221238938054,1.4071238938053099,1.36,1.51,train,096070019,9607
5,T,2.0,-0.0011431594612076879,-10.160035133361816,1.608141592920354,1.6282433628318584,1.59,1.72,train,096070019,9607
6,UW,2.0,-5.401272296905518,-11.214366912841797,1.889566371681416,1.9096681415929204,1.72,2.07,train,096070019,9607
7,M,2.0,-0.000975191593170166,-4.335685729980469,2.211194690265487,2.251398230088496,2.19,2.27,train,096070019,9607
8,AH,2.0,-7.637991428375244,-11.155837059020996,2.45241592920354,2.4725176991150444,2.27,2.53,train,096070019,9607
9,CH,2.0,-0.0040893275290727615,-13.13980484008789,2.6534336283185844,2.6735353982300887,2.53,2.85,train,096070019,9607
10,T,2.0,-0.0011149387573823333,-10.115809440612793,3.1760796460176994,3.1961814159292037,3.14,3.27,train,096070019,9607
11,UW,1.6,-6.140091896057129,-10.9857816696167,3.4173008849557522,3.437402654867257,3.27,3.52,train,096070019,9607
12,T,2.0,-0.0012029323261231184,-9.47723388671875,3.7389292035398234,3.7590309734513276,3.7,3.81,train,096070019,9607
13,EY,2.0,-0.0019369428046047688,-10.441445350646973,3.919845132743363,3.9399469026548677,3.81,3.94,train,096070019,9607
14,K,2.0,-0.0030807440634816885,-10.690205574035645,4.060557522123894,4.100761061946903,3.94,4.09,train,096070019,9607
0,AH,2.0,-0.45369744300842285,-6.923478603363037,0.5214756756756757,0.5615891891891892,0.46,0.59,train,096070020,9607
1,P,2.0,-0.008020243607461452,-7.413300037384033,0.6217594594594594,0.661872972972973,0.59,0.71,train,096070020,9607
2,AA,2.0,-0.19238068163394928,-8.11504077911377,0.8824972972972973,0.9226108108108108,0.71,1.0,train,096070020,9607
3,T,1.2,-9.667664527893066,-12.918900489807129,1.0028378378378378,1.0228945945945946,1.06,1.09,train,096070020,9607
4,F,2.0,-0.0016606359276920557,-7.110454559326172,1.143235135135135,1.1833486486486486,1.09,1.21,train,096070020,9607
5,R,2.0,-0.03358490765094757,-4.329530239105225,1.2234621621621622,1.2435189189189189,1.21,1.28,train,096070020,9607
6,AH,2.0,-8.227703094482422,-11.19581413269043,1.4842,1.5042567567567566,1.28,1.6,train,096070020,9607
7,M,1.8,-0.05791577324271202,-10.401206016540527,1.6245972972972973,1.644654054054054,1.6,1.89,train,096070020,9607
8,DH,1.6,-1.4850172996520996,-8.438207626342773,2.246356756756757,2.28647027027027,2.27,2.32,train,096070020,9607
9,AE,2.0,-0.015696771442890167,-10.597878456115723,2.4870378378378377,2.5271513513513515,2.32,2.57,train,096070020,9607
10,T,2.0,-0.0011082704877480865,-10.298866271972656,2.647491891891892,2.6675486486486486,2.57,2.69,train,096070020,9607
11,AY,2.0,-0.10479503870010376,-10.065275192260742,3.3895918918918917,3.449762162162162,3.22,3.42,train,096070020,9607
12,HH,2.0,-0.0019316347315907478,-8.697647094726562,3.630272972972973,3.6703864864864864,3.42,3.68,train,096070020,9607
13,AE,2.0,-5.044257640838623,-10.944670677185059,3.8308405405405406,3.8508972972972972,3.68,3.98,train,096070020,9607
14,V,1.8,-7.907910346984863,-11.515334129333496,3.8508972972972972,3.870954054054054,3.98,4.03,train,096070020,9607
15,V,2.0,-0.7995430827140808,-9.384878158569336,4.372372972972973,4.39242972972973,4.29,4.39,train,096070020,9607
16,EH,2.0,-0.6563379764556885,-11.1632661819458,4.552883783783784,4.57294054054054,4.39,4.6,train,096070020,9607
17,R,2.0,-0.009511275216937065,-7.632355213165283,4.653167567567568,4.673224324324324,4.6,4.73,train,096070020,9607
18,IY,2.0,-0.024991557002067566,-12.502984046936035,4.813621621621621,4.833678378378378,4.73,5.01,train,096070020,9607
19,L,2.0,-6.51074743270874,-11.324703216552734,5.234813513513513,5.2548702702702705,5.14,5.38,train,096070020,9607
20,IH,1.6,-8.960517883300781,-11.619485855102539,5.355154054054054,5.3752108108108105,5.38,5.42,train,096070020,9607
21,T,2.0,-5.145772933959961,-11.169797897338867,5.495551351351351,5.515608108108108,5.42,5.58,train,096070020,9607
22,L,2.0,-9.694438934326172,-9.830279350280762,5.575778378378378,5.595835135135135,5.62,5.74,train,096070020,9607
23,T,2.0,-10.617770195007324,-8.864091873168945,5.676062162162162,5.696118918918919,6.07,6.1,train,096070020,9607
24,UW,1.8,-3.0970211029052734,-9.961715698242188,6.197537837837838,6.217594594594594,6.1,6.24,train,096070020,9607
25,S,2.0,-0.0025666041765362024,-7.962393760681152,6.578616216216216,6.61872972972973,6.53,6.7,train,096070020,9607
26,EY,2.0,-4.7501349449157715,-10.862663269042969,6.819297297297298,6.839354054054054,6.7,6.9,train,096070020,9607
0,HH,2.0,-0.0027352957986295223,-2.389035940170288,0.44144262295081965,0.4815737704918033,0.47,0.5,train,096070021,9607
1,IY,2.0,-0.06492253392934799,-10.144275665283203,0.6019672131147541,0.6420983606557377,0.5,0.83,train,096070021,9607
2,S,2.0,-1.9216241836547852,-7.319190979003906,0.8427540983606557,0.8828852459016393,0.83,0.9,train,096070021,9607
3,T,1.4,-0.0026656591799110174,-9.060014724731445,0.9631475409836066,0.9832131147540983,0.9,1.04,train,096070021,9607
4,IH,2.0,-9.648866653442383,-8.56814956665039,1.1838688524590164,1.2039344262295082,1.04,1.27,train,096070021,9607
5,L,2.0,-5.08748722076416,-9.378002166748047,1.3845245901639343,1.404590163934426,1.27,1.49,train,096070021,9607
6,HH,2.0,-0.020972222089767456,-7.806453704833984,1.7657704918032786,1.8059016393442622,1.69,1.84,train,096070021,9607
7,AE,0.4,-7.463459014892578,-11.707772254943848,1.9864918032786885,2.0065573770491802,1.84,2.06,train,096070021,9607
8,D,2.0,-1.4035725593566895,-10.919981956481934,2.106885245901639,2.126950819672131,2.06,2.29,train,096070021,9607
9,T,2.0,-0.0015400703996419907,-9.39466381072998,2.307540983606557,2.3276065573770492,2.29,2.4,train,096070021,9607
10,UW,1.6,-0.05851214379072189,-7.626277446746826,2.5081967213114753,2.548327868852459,2.4,2.69,train,096070021,9607
11,M,2.0,-0.0012907992349937558,-4.635951519012451,2.8292459016393443,2.849311475409836,2.81,2.89,train,096070021,9607
12,EY,2.0,-0.002781258663162589,-10.272198677062988,3.0098360655737704,3.049967213114754,2.89,3.12,train,096070021,9607
13,K,0.0,-9.920886039733887,-11.868026733398438,3.571672131147541,3.5917377049180326,3.12,3.17,train,096070021,9607
14,IH,1.6,-9.085901260375977,-11.650483131408691,3.5917377049180326,3.6118032786885244,3.44,3.65,train,096070021,9607
15,T,2.0,-4.4236836433410645,-10.199519157409668,3.6920655737704915,3.7121311475409833,3.65,3.71,train,096070021,9607
16,TH,0.0,-9.950789451599121,-13.926785469055176,3.7723278688524586,3.7923934426229504,3.71,3.78,train,096070021,9607
17,R,0.4,-10.462100982666016,-9.514873504638672,3.9127868852459016,3.9328524590163934,3.78,3.82,train,096070021,9607
18,UW,0.0,-8.079109191894531,-13.157206535339355,4.6552131147540985,4.67527868852459,3.82,3.99,train,096070021,9607
19,DH,2.0,-0.13486556708812714,-13.677750587463379,4.976262295081967,5.016393442622951,4.37,4.4,train,096070021,9607
20,AH,2.0,-0.005178490653634071,-10.095439910888672,5.116721311475409,5.136786885245901,4.4,5.15,train,096070021,9607
21,N,2.0,-0.000940705940593034,-0.8003843426704407,5.176918032786885,5.2170491803278685,5.18,5.24,train,096070021,9607
22,AY,2.0,-0.014089660719037056,-11.18907642364502,5.417704918032786,5.45783606557377,5.24,5.5,train,096070021,9607
23,T,2.0,-0.07040084898471832,-8.773259162902832,5.578229508196721,5.618360655737704,5.5,5.64,train,096070021,9607
0,SH,2.0,-0.0060376874171197414,-11.41380786895752,0.5605853658536586,0.5806062717770035,0.5,0.71,train,096070022,9607
1,IY,2.0,-0.004749067593365908,-11.240805625915527,0.8208571428571428,0.8608989547038327,0.71,1.13,train,096070022,9607
